,index,speed,time,start_latitude
345,31473,24,2023-09-06T06:40:05.000,41.9519145079
346,31362,31,2023-09-06T06:40:15.000,41.9538366862
347,31350,29,2023-09-06T06:40:15.000,41.9536492536
348,31341,30,2023-09-06T06:40:15.000,41.9537825128
349,31177,27,2023-09-06T06:40:28.000,41.9542409021
350,31175,23,2023-09-06T06:40:28.000,41.9538755379
351,31169,21,2023-09-06T06:40:28.000,41.9543511743
352,31166,19,2023-09-06T06:40:28.000,41.9541531514
353,31165,14,2023-09-06T06:40:28.000,41.9544240318
354,31111,27,2023-09-06T06:40:34.000,41.9533921986
355,31112,20,2023-09-06T06:40:34.000,41.9531625184
356,31113,26,2023-09-06T06:40:34.000,41.9526056908
357,31114,23,2023-09-06T06:40:34.000,41.9530473793
358,31116,24,2023-09-06T06:40:34.000,41.9526256799
359,31117,21,2023-09-06T06:40:34.000,41.9529189391
360,31118,18,2023-09-06T06:40:34.000,41.9524069352
361,31119,29,2023-09-06T06:40:34.000,41.9532811726
362,31115,20,2023-09-06T06:40:34.000,41.9527793008
363,31107,19,2023-09-06T06:40:35.000,41.9535105845
364,30695,28,2023-09-06T06:50:19.000,41.9519145079
365,30576,23,2023-09-06T06:50:27.000,41.9537825128
366,30561,23,2023-09-06T06:50:27.000,41.9536492536
367,30383,21,2023-09-06T06:50:47.000,41.9541531514
368,30384,24,2023-09-06T06:50:47.000,41.9542409021
369,30379,27,2023-09-06T06:50:47.000,41.9538755379
370,30393,16,2023-09-06T06:50:47.000,41.9544240318
371,30391,19,2023-09-06T06:50:47.000,41.9543511743
372,30394,22,2023-09-06T06:50:47.000,41.9540197354
373,30327,19,2023-09-06T06:50:51.000,41.9529189391
374,30328,13,2023-09-06T06:50:51.000,41.9531625184
375,30329,20,2023-09-06T06:50:51.000,41.9527793008
376,30330,20,2023-09-06T06:50:51.000,41.9530473793
377,30332,25,2023-09-06T06:50:51.000,41.9535105845
378,30338,29,2023-09-06T06:50:51.000,41.9532811726
379,30334,21,2023-09-06T06:50:51.000,41.9533921986
380,30336,27,2023-09-06T06:50:51.000,41.9524069352
381,30337,20,2023-09-06T06:50:51.000,41.9526056908
382,30341,22,2023-09-06T06:50:51.000,41.9526256799
383,30333,28,2023-09-06T06:50:51.000,41.9521088985
384,29909,42,2023-09-06T07:01:07.000,41.9519145079
385,29775,22,2023-09-06T07:01:16.000,41.9538366862
386,29784,20,2023-09-06T07:01:16.000,41.9537825128
387,29776,22,2023-09-06T07:01:16.000,41.9536492536
388,29608,25,2023-09-06T07:01:30.000,41.9540197354
389,29606,25,2023-09-06T07:01:30.000,41.9538755379
390,29601,12,2023-09-06T07:01:30.000,41.9544240318
391,29567,35,2023-09-06T07:01:38.000,41.9521088985
392,29552,23,2023-09-06T07:01:39.000,41.9527793008
393,29553,20,2023-09-06T07:01:39.000,41.9533921986
394,29554,25,2023-09-06T07:01:39.000,41.9526256799
395,29555,16,2023-09-06T07:01:39.000,41.9531625184
396,29558,20,2023-09-06T07:01:39.000,41.9532811726
397,29557,25,2023-09-06T07:01:39.000,41.9529189391
398,29559,29,2023-09-06T07:01:39.000,41.9530473793
399,29560,31,2023-09-06T07:01:39.000,41.9524069352
400,29561,24,2023-09-06T07:01:39.000,41.9526056908
401,29556,24,2023-09-06T07:01:39.000,41.9535105845
402,29117,33,2023-09-06T07:10:20.000,41.9519145079
403,28994,23,2023-09-06T07:10:36.000,41.9536492536
404,28980,21,2023-09-06T07:10:36.000,41.9537825128
405,28978,16,2023-09-06T07:10:37.000,41.9538366862
406,28804,24,2023-09-06T07:10:55.000,41.9540197354
407,28803,23,2023-09-06T07:10:55.000,41.9541531514
408,28802,24,2023-09-06T07:10:55.000,41.9538755379
409,28801,27,2023-09-06T07:10:56.000,41.9542409021
410,28792,12,2023-09-06T07:10:56.000,41.9544240318
411,28789,23,2023-09-06T07:10:56.000,41.9543511743
412,28756,33,2023-09-06T07:11:01.000,41.9521088985
413,28755,23,2023-09-06T07:11:01.000,41.9526256799
414,28754,14,2023-09-06T07:11:01.000,41.9527793008
415,28753,27,2023-09-06T07:11:01.000,41.9526056908
416,28752,20,2023-09-06T07:11:01.000,41.9524069352
417,28745,25,2023-09-06T07:11:02.000,41.9529189391
418,28746,22,2023-09-06T07:11:02.000,41.9530473793
419,28747,23,2023-09-06T07:11:02.000,41.9533921986
420,28748,25,2023-09-06T07:11:02.000,41.9532811726
421,28749,24,2023-09-06T07:11:02.000,41.9535105845
422,28750,22,2023-09-06T07:11:02.000,41.9531625184
423,28170,26,2023-09-06T07:20:53.000,41.9536492536
424,28169,14,2023-09-06T07:20:53.000,41.9537825128
425,28167,20,2023-09-06T07:20:53.000,41.9538366862
426,27987,14,2023-09-06T07:21:09.000,41.9544240318
427,27985,20,2023-09-06T07:21:09.000,41.9542409021
428,27982,17,2023-09-06T07:21:09.000,41.9541531514
429,27978,23,2023-09-06T07:21:09.000,41.9540197354
430,27977,23,2023-09-06T07:21:09.000,41.9538755379
431,27931,24,2023-09-06T07:21:14.000,41.9526256799
432,27933,25,2023-09-06T07:21:14.000,41.9532811726
433,27934,23,2023-09-06T07:21:14.000,41.9527793008
434,27935,18,2023-09-06T07:21:14.000,41.9531625184
435,27932,25,2023-09-06T07:21:14.000,41.9524069352
436,27937,23,2023-09-06T07:21:14.000,41.9526056908
437,27941,28,2023-09-06T07:21:14.000,41.9521088985
438,27942,18,2023-09-06T07:21:14.000,41.9533921986
439,27936,18,2023-09-06T07:21:14.000,41.9530473793
440,27938,26,2023-09-06T07:21:14.000,41.9535105845
441,27940,23,2023-09-06T07:21:14.000,41.9529189391
442,27481,25,2023-09-06T07:30:53.000,41.9519145079
443,27368,18,2023-09-06T07:31:03.000,41.9536492536
444,27366,25,2023-09-06T07:31:03.000,41.9538366862
